channel_name,category,sub_category,customer_remarks,tenure_bucket,agent_shift,csat_score,response_minutes,retention_label
Outcall,Feedback,UnProfessional Behaviour,Refund details more enhancing wil be greatful,0-30,Morning,5,8,1
Inbound,Returns,Return request,,>90,Afternoon,4,2,1
Inbound,Returns,Service Centres Related,Shopzilla only make me fool. you people looted my hard core money. Shopzilla is fraud.......,>90,Night,1,3,0
Inbound,Returns,Reverse Pickup Enquiry,Good at customer relations.,On Job Training,Evening,5,2,1
Inbound,Shopzilla Related,Signup Issues,,31-60,Afternoon,5,2,1
Inbound,Order Related,Order status enquiry,,61-90,Evening,5,1,1
Inbound,Product Queries,Product Specific Information,,>90,Evening,5,182,1
Outcall,Returns,Reverse Pickup Enquiry,,0-30,Morning,5,9,1
Inbound,Returns,Reverse Pickup Enquiry,,>90,Morning,5,6,1
Inbound,Returns,Reverse Pickup Enquiry,,>90,Morning,5,69,1
Inbound,Order Related,Invoice request,,>90,Split,5,63,1
Inbound,Order Related,Delayed,no,>90,Morning,2,114,0
Inbound,Cancellation,Not Needed,,>90,Morning,5,11,1
Outcall,Order Related,Delayed,Thank you Shopzilla,31-60,Morning,5,184,1
Inbound,Returns,Reverse Pickup Enquiry,,>90,Afternoon,5,4,1
Inbound,Offers & Cashback,Affiliate Offers,,>90,Afternoon,4,31,1
Inbound,Returns,Fraudulent User,,>90,Evening,5,4,1
Inbound,Returns,Wrong,,>90,Morning,5,44232,
Outcall,Returns,Reverse Pickup Enquiry,,>90,Morning,5,19,1
Inbound,Order Related,Installation/demo,no,>90,Morning,5,,1
Inbound,Order Related,Order status enquiry,Good,>90,Split,5,6,1
Inbound,Order Related,Delayed,,On Job Training,Morning,1,0,0
Inbound,Returns,Reverse Pickup Enquiry,,>90,Morning,5,3,1
Inbound,Order Related,Seller Cancelled Order,,61-90,Evening,3,44212,0
Outcall,Returns,Return request,,0-30,Evening,5,2,1
Outcall,Refund Related,Refund Enquiry,,61-90,Night,5,1,1
Email,Order Related,Order status enquiry,,61-90,Evening,5,49,1
Inbound,Order Related,Order status enquiry,Sftsfseg,On Job Training,Morning,5,1,1
Inbound,Product Queries,Product Specific Information,Very bad service I never dreamed,0-30,Morning,1,49,0
Inbound,Order Related,Order status enquiry,Resolve my problem immediately otherwise I will file a case,>90,Evening,5,11,1
Outcall,Shopzilla Related,Signup Issues,Nice parson,31-60,Morning,5,8,1
Inbound,Returns,Reverse Pickup Enquiry,Customer care are very good. But problem is not solved yet.,61-90,Afternoon,5,7,1
Outcall,Feedback,UnProfessional Behaviour,,>90,Split,5,21,1
Inbound,Returns,Return request,Nice,On Job Training,Evening,5,8,1
Inbound,Order Related,Delayed,,31-60,Evening,4,40,1
Inbound,Payments related,Online Payment Issues,,>90,Evening,5,44231,
Inbound,Returns,Wrong,,>90,Morning,5,6,1
Inbound,Order Related,Delayed,They should need to answer the specific question of the customer instead stating \u2018 I truly understand your concern\u2019.,>90,Morning,1,109,0
Outcall,Order Related,Delayed,"Senior executive was not trying to help me out ,she only says casually that sir please wait ,but didn't proving any solution.she don't wanna listen any thing,she only thing same word that wait.very poor system of Shopzilla if they don't have capability to deliver order in a time so why they given assured delivery and anything earlier they cancel my one order from Shopzilla end and now it's second time that they doing same with me same procedure ...very pathetic system and very worst system",>90,Morning,1,0,0
Inbound,Order Related,Delayed,,31-60,Morning,5,5,1
Inbound,Returns,Exchange / Replacement,,>90,Afternoon,5,9,1
Inbound,Order Related,Order status enquiry,,On Job Training,Morning,4,27,1
Inbound,Returns,Reverse Pickup Enquiry,Nyc,>90,Morning,5,13,1
Inbound,Refund Related,Refund Related Issues,,0-30,Evening,5,2,1
Inbound,Cancellation,Not Needed,,>90,Afternoon,5,1,1
Outcall,Order Related,Priority delivery,,On Job Training,Evening,5,4,1
Inbound,Shopzilla Related,General Enquiry,Nice one,0-30,Morning,5,3,1
Inbound,Feedback,UnProfessional Behaviour,,0-30,Morning,5,2,1
Inbound,Order Related,Order Verification,,>90,Morning,5,1,1
Inbound,Order Related,Delayed,,>90,Morning,1,1,0
Inbound,Cancellation,Return cancellation,"Sellers should deliver same product shown in Shopzilla. More than often, I have received different products or same product but in different colour.",On Job Training,Evening,5,1,1
Inbound,Returns,Reverse Pickup Enquiry,Why you people didn't resolved my issue my product is damage so please return that technician coming from bajaj service center he said product is damage so please return that as soon as possible ??,0-30,Morning,1,8,0
Inbound,Order Related,Order status enquiry,,31-60,Evening,5,2,1
Inbound,Order Related,Delayed,,>90,Evening,5,1,1
Inbound,Returns,Fraudulent User,,>90,Morning,5,6,1
Inbound,Order Related,Order Verification,,>90,Morning,5,1,1
Outcall,Returns,Reverse Pickup Enquiry,Return issue plzz solve my problem,>90,Afternoon,2,2,0
Inbound,Order Related,Seller Cancelled Order,,31-60,Evening,5,3,1
Inbound,Order Related,Seller Cancelled Order,,On Job Training,Morning,3,20,
Inbound,Feedback,UnProfessional Behaviour,Good communication,>90,Morning,5,2,1
Inbound,Onboarding related,Seller onboarding,Little bit anger and arguement with me overall I give good rating I know u will improve best of luck,>90,Morning,5,1,1
Outcall,Returns,Reverse Pickup Enquiry,No comments,61-90,Morning,1,7,0
Outcall,Order Related,Invoice request,"Please give customer support in Bengali language, it will be really helpful",0-30,Morning,5,18,1
Inbound,Payments related,Payment related Queries,,On Job Training,Evening,5,1,1
Inbound,Order Related,Installation/demo,,61-90,Evening,1,11,0
Inbound,Payments related,Wallet related,You can't Customer according program and work.,0-30,Evening,1,46,0
Inbound,Returns,Reverse Pickup Enquiry,,0-30,Evening,5,2,1
Inbound,Order Related,Delayed,,On Job Training,Evening,5,44537,
Inbound,Order Related,Delayed,,61-90,Morning,5,1,1
Inbound,Order Related,Order status enquiry,Good ??,>90,Morning,5,,1
Inbound,Returns,Reverse Pickup Enquiry,,>90,Morning,5,64,1
Inbound,Order Related,Order status enquiry,,>90,Afternoon,5,2,1
Inbound,Payments related,Wallet related,,>90,Morning,5,1,1
Inbound,Returns,Reverse Pickup Enquiry,Good,On Job Training,Evening,5,3,1
Inbound,Shopzilla Related,General Enquiry,,>90,Night,4,1,1
Inbound,Returns,Reverse Pickup Enquiry,,31-60,Evening,5,3,1
Inbound,Order Related,Order status enquiry,Thank you,On Job Training,Evening,5,1,1
Outcall,Returns,Return request,I am really happy to talk to her about my product problem,>90,Afternoon,5,5,1
Inbound,Returns,Reverse Pickup Enquiry,,61-90,Evening,1,56,0
Inbound,Order Related,Delayed,,On Job Training,Morning,4,3,1
Inbound,Returns,Wrong,,>90,Morning,5,2,1
Inbound,Returns,Exchange / Replacement,,>90,Afternoon,5,2,1
Inbound,Product Queries,Product Specific Information,,On Job Training,Evening,5,1,1
Inbound,Product Queries,Product Specific Information,Very poor,61-90,Evening,1,1,0
Inbound,Returns,Reverse Pickup Enquiry,,>90,Split,5,2,1
Inbound,Returns,Exchange / Replacement,,>90,Morning,4,2,1
Inbound,Refund Related,Refund Related Issues,,0-30,Morning,4,190,1
Inbound,Returns,Wrong,Thanku customer support executive ???? you solved my problem,>90,Morning,5,3,1
Inbound,Order Related,General Enquiry,,31-60,Evening,5,1,1
Outcall,Returns,Return request,,>90,Morning,1,3,0
Inbound,Order Related,Delayed,"This feedback not to the executive but it's too Shopzilla, I have not ordered my order from SuperBuy because u guys were delivering one day prior to SuperBuy and now it's completely delay by 3 days. It's not acceptable, needs to understand few things we ordered to get on time due to some priority. After a long time I have ordered from Shopzilla but u guys disappointed completely. I m using SuperBuy only due to quality of service and they are very very far better then Shopzilla.",61-90,Evening,1,0,0
Outcall,Returns,Reverse Pickup Enquiry,Good thanks,31-60,Morning,5,1,1
Inbound,Returns,Reverse Pickup Enquiry,,>90,Afternoon,5,21,1
Inbound,Refund Related,Refund Enquiry,,61-90,Evening,4,15,1
Inbound,Payments related,Payment related Queries,,31-60,Morning,5,157,1
Inbound,Returns,Missing,"Very good solution provide by staff, Good gesture keep it up",>90,Split,5,1,1
Inbound,Cancellation,Not Needed,,>90,Morning,5,3,1
Inbound,Order Related,Delayed,Thank,31-60,Morning,5,4,1
Inbound,Order Related,Priority delivery,,31-60,Evening,5,3,1
Inbound,Refund Related,Refund Related Issues,,>90,Morning,4,1,1
Inbound,Product Queries,Product Specific Information,"If not return, an exchange offer must be there for any order. And a verification and of the seller and quality check must be done before let them sell things. Many of us are having issues of getting wrong or less products on Shopzilla. It needs to be checked and those sellers who are sending wrong products to the customers, should be banned from here. People are loosing trust of Shopzilla. Do something about it we move on to something else. Thank you",>90,Split,4,6,1
Inbound,Returns,Return request,Thank you   ji for your assistance... thanks a ton,>90,Split,5,15,1
Inbound,Returns,Reverse Pickup Enquiry,I'm very disappointed for customer service... Nobody solved my problem ??,>90,Afternoon,1,10,0
Outcall,Product Queries,Product Specific Information,,31-60,Morning,5,278,1
Inbound,Returns,Reverse Pickup Enquiry,,>90,Morning,5,17,1
Inbound,Returns,Service Centres Related,,On Job Training,Morning,5,2,1
Inbound,Returns,Missing,,>90,Evening,5,3,1
Inbound,Cancellation,Not Needed,,>90,Split,3,7,
Inbound,Order Related,Delayed,My issue is not solved women bawli   and dupatta set for delivered and return but 2 month above there is not send my refund so I request you haliyal branch manager say my refund is sending me plz,>90,Morning,4,692,1
Inbound,Returns,Missing,,>90,Morning,5,34,1
Inbound,Order Related,Seller Cancelled Order,,>90,Evening,5,5,1
Outcall,Order Related,Order status enquiry,,On Job Training,Evening,4,1,1
Outcall,Returns,Service Centres Related,,0-30,Evening,5,25,1
Inbound,Returns,Missing,,0-30,Evening,5,8,1
Inbound,Returns,Reverse Pickup Enquiry,It's good??,>90,Morning,4,0,1
Email,Returns,Reverse Pickup Enquiry,,>90,Evening,4,1,1
Inbound,Order Related,Installation/demo,Good response,>90,Evening,5,11,1
Inbound,Returns,Fraudulent User,,31-60,Morning,5,52,1
Inbound,Returns,Reverse Pickup Enquiry,,>90,Split,5,222,1
Inbound,Payments related,Payment related Queries,,>90,Morning,5,119,1
Inbound,Returns,Missing,Good customer service,0-30,Evening,5,1,1
Inbound,Order Related,Seller Cancelled Order,Kindly take actions to delivery executives they mentioned wrong that i disagreed to recieve order. He cancelled my order by himself,31-60,Evening,5,2,1
Inbound,Cancellation,Not Needed,Good,31-60,Morning,5,6,1
Inbound,Order Related,Delayed,Still not resolve problem,0-30,Evening,5,,1
Inbound,Returns,Return request,,>90,Evening,5,59,1
Inbound,Returns,Reverse Pickup Enquiry,It's communication skills was good,>90,Morning,5,42,1
Inbound,Order Related,Invoice request,,0-30,Morning,4,45,1
Inbound,Returns,Fraudulent User,Good,0-30,Morning,4,3,1
Inbound,Returns,Service Centres Related,Ok,31-60,Evening,5,4,1
Inbound,Order Related,Order status enquiry,you have focus to do your delivery things because some product you delivered very let and after duo date,0-30,Evening,5,2,1
Outcall,Refund Related,Refund Related Issues,Thank you so much be with me boz I Strongly believe in Shopzilla policy.....,>90,Evening,5,5,1
Inbound,Returns,Reverse Pickup Enquiry,Nice talking to u mansi,>90,Evening,5,3,1
Inbound,Returns,Reverse Pickup Enquiry,Good,0-30,Morning,5,4,1
Inbound,Returns,Wrong,,>90,Afternoon,5,8,1
Email,Refund Related,Refund Enquiry,Worst  seller recently experience from few recent orders,On Job Training,Morning,1,41,0
Inbound,Refund Related,Refund Enquiry,Good,>90,Split,5,3,1
Inbound,Returns,Reverse Pickup Enquiry,Good customer care service,31-60,Evening,5,1,1
Outcall,Returns,Service Centres Related,it's very bad experience with Shopzilla i was never expected this.,On Job Training,Evening,1,44092,0
Inbound,Refund Related,Refund Related Issues,,61-90,Evening,2,53,0
Outcall,Order Related,Delayed,Change your delivery agent who cancels orders at his own whim &fancyTrace the delivery boy whom I contacted on two days. He says he is definitely delivering but has the cheeks to cancel the order.Create a system for black dot on his performance.  The delivery agent needs to check for canceling the order. Make a system where cancelation can be done only by customer In case the delivery agent is doing he shbe able to do on an OTP from the customer It is 3 to 4 time this has happened to meFor their doings I have to go through the process of reordering.It is preposterous,>90,Morning,3,88,
Outcall,Returns,Reverse Pickup Enquiry,,0-30,Morning,1,180,0
Inbound,Feedback,UnProfessional Behaviour,Very good,>90,Morning,5,51,1
Outcall,Order Related,Installation/demo,,31-60,Evening,4,7,1
Inbound,Feedback,UnProfessional Behaviour,,0-30,Morning,5,11,1
Inbound,Returns,Fraudulent User,All executive are so sweet and very helpful,>90,Evening,5,3,1
Inbound,Returns,Reverse Pickup Enquiry,,31-60,Morning,5,16,1
Inbound,Refund Related,Refund Related Issues,Refund process is not good team Shopzilla,On Job Training,Morning,1,3,0
Outcall,Order Related,Priority delivery,,0-30,Morning,4,1,1
Inbound,Returns,Reverse Pickup Enquiry,,0-30,Morning,1,2,0
Inbound,Payments related,PayLater related,,>90,Morning,5,137,1
Inbound,Order Related,Order status enquiry,,On Job Training,Evening,5,109,1
Inbound,Cancellation,Not Needed,,61-90,Evening,4,2,1
Inbound,Returns,Reverse Pickup Enquiry,,0-30,Evening,5,18,1
Inbound,Order Related,Order status enquiry,,>90,Evening,5,0,1
Inbound,Returns,Reverse Pickup Enquiry,,31-60,Morning,4,296,1
Inbound,Returns,Reverse Pickup Enquiry,,0-30,Evening,5,3,1
Outcall,Returns,Exchange / Replacement,,0-30,Morning,5,56,1
Outcall,Order Related,Invoice request,good support,0-30,Morning,5,105,1
Inbound,Order Related,Seller Cancelled Order,Very nice effort by the executive.,On Job Training,Evening,5,8,1
Inbound,Product Queries,Product Specific Information,Ok,31-60,Morning,5,3,1
Inbound,Returns,Reverse Pickup Enquiry,,>90,Morning,5,4,1
Inbound,Returns,Fraudulent User,,61-90,Evening,5,29,1
Inbound,Order Related,Order status enquiry,Thank you   ??,0-30,Morning,5,1,1
Inbound,Returns,Reverse Pickup Enquiry,,61-90,Evening,1,22,0
Outcall,Refund Related,Refund Related Issues,,0-30,Morning,5,12,1
Inbound,Returns,Missing,,31-60,Morning,5,14,1
Inbound,Order Related,Unable to track,,31-60,Afternoon,5,170,1
Inbound,Returns,Service Centres Related,,0-30,Evening,5,3,1
Inbound,Order Related,Order status enquiry,,0-30,Evening,5,1,1
Outcall,Order Related,Customer Requested Modifications,,31-60,Morning,5,33,1
Inbound,Returns,Return request,,>90,Split,5,94,1
Inbound,Returns,Return request,,>90,Afternoon,1,172,0
Inbound,Returns,Reverse Pickup Enquiry,,31-60,Evening,5,1,1
Outcall,Returns,Return request,,>90,Morning,5,6,1
Inbound,Returns,Service Centres Related,,0-30,Morning,1,2,0
Inbound,Refund Related,Refund Related Issues,Thnks,>90,Night,5,1,1
Inbound,Returns,Reverse Pickup Enquiry,,>90,Afternoon,5,10,1
Inbound,Returns,Return request,Ensure product seal before dispatching,0-30,Afternoon,5,1,1
Outcall,Order Related,Order status enquiry,"If I pay a full payment for any item then why I get the same item by delaying by a week . Major issue is deleyed delivery of item .What if it is any kind of critical medicine and more, I'm not happy with this delayed delivery . Try to deliver the same item as soon as possible",>90,Split,5,0,1
Inbound,Returns,Reverse Pickup Enquiry,,>90,Morning,5,38,1
Inbound,Order Related,Installation/demo,,31-60,Morning,1,27,0
Inbound,Product Queries,Product Specific Information,"My problem are not solved but last time customer executive say please hold the call , but not fulfill my complain",0-30,Morning,1,45017,0
Inbound,Order Related,Installation/demo,Good ??,On Job Training,Evening,5,2,1
Outcall,Returns,Missing,,31-60,Evening,5,11,1
Inbound,Returns,Service Centres Related,,>90,Evening,5,1,1
Inbound,Returns,Reverse Pickup Enquiry,,>90,Morning,5,1,1
Inbound,Order Related,Order status enquiry,,On Job Training,Evening,5,10,1
Inbound,Payments related,Payment related Queries,,>90,Evening,5,147,1
Inbound,Shopzilla Related,General Enquiry,Excellent,>90,Split,5,43868,
Inbound,Refund Related,Refund Related Issues,,>90,Afternoon,1,3,0
Inbound,Returns,Reverse Pickup Enquiry,,>90,Morning,5,3,1
Inbound,Order Related,Delayed,,>90,Split,1,11,0
Inbound,Returns,Reverse Pickup Enquiry,,>90,Morning,5,1,1
Outcall,Returns,General Enquiry,,0-30,Morning,5,1,1
Inbound,Order Related,Installation/demo,Product is wholly dead sing long but it was not replaced yet. Expect better response from Shopzilla,0-30,Evening,5,13,1
Inbound,Order Related,Order status enquiry,5 star rating,>90,Split,5,1,1
Inbound,Shopzilla Related,General Enquiry,Excellent,>90,Afternoon,5,395,1
Inbound,Offers & Cashback,Other Cashback,,>90,Afternoon,5,5,1
Outcall,Returns,Fraudulent User,,61-90,Morning,5,43565,
Outcall,Returns,Damaged,,>90,Afternoon,5,11,1
Inbound,Cancellation,Not Needed,,61-90,Split,4,5,1
Inbound,Payments related,PayLater related,,>90,Morning,5,0,1
Inbound,Returns,Fraudulent User,,>90,Morning,5,4,1
Inbound,Product Queries,Product Specific Information,,0-30,Evening,3,69,
Inbound,Returns,Missing,Plz provide genuine product,>90,Evening,4,1,1
